timestamp,source,event_id,user,user_role,employment_type,asset_id,site,src,dst,event_type,result,privileged,mfa,bytes_out,evidence,linkage_basis,in_alert_window
2019-04-04 15:23:13+00:00,remote_access_log (synthetic),ACC003261,vend069,vendor_technician,vendor,AST-0152,WORKSHOP-01,10.32.16.10 (NAM),historian,RESOURCE_ACCESS,success,False,True,2752290,ACC003261,direct - same account,False
2019-04-04 15:32:38+00:00,remote_access_log (synthetic),ACC003270,vend069,vendor_technician,vendor,AST-0142,WORKSHOP-01,10.32.16.10 (NAM),telemetry_broker,RESOURCE_ACCESS,success,False,True,5387720,ACC003270,direct - same account,False
2019-04-04 15:40:07+00:00,remote_access_log (synthetic),ACC003276,vend069,vendor_technician,vendor,AST-0142,WORKSHOP-01,10.32.16.10 (NAM),historian,LOGOUT,success,False,True,0,ACC003276,direct - same account,False
2019-04-05 07:41:30+00:00,remote_access_log (synthetic),ACC003683,vend069,vendor_technician,vendor,AST-0124,WORKSHOP-01,10.32.16.10 (NAM),historian,LOGIN_SUCCESS,success,False,True,0,ACC003683,direct - same account,False
2019-04-05 07:53:40+00:00,remote_access_log (synthetic),ACC003690,vend069,vendor_technician,vendor,AST-0133,WORKSHOP-01,10.32.16.10 (NAM),telemetry_broker,RESOURCE_ACCESS,success,False,True,1947008,ACC003690,direct - same account,False
2019-04-05 07:55:48+00:00,remote_access_log (synthetic),ACC003692,vend069,vendor_technician,vendor,AST-0152,WORKSHOP-01,10.32.16.10 (NAM),telemetry_broker,RESOURCE_ACCESS,success,False,True,5219394,ACC003692,direct - same account,False
2019-04-05 08:30:02+00:00,remote_access_log (synthetic),ACC003718,vend069,vendor_technician,vendor,AST-0152,WORKSHOP-01,10.32.16.10 (NAM),historian,RESOURCE_ACCESS,success,False,True,2995763,ACC003718,direct - same account,False
2019-04-05 08:39:28+00:00,remote_access_log (synthetic),ACC003729,vend069,vendor_technician,vendor,AST-0124,WORKSHOP-01,10.32.16.10 (NAM),maintenance_portal,LOGOUT,success,False,True,0,ACC003729,direct - same account,False
2019-04-05 22:19:00+00:00,maintenance ticket (synthetic),TKT00283,vend069,vendor_technician,vendor,AST-0017,PIT-A,,,ticket:mechanical,P1,False,False,0,Crusher liner wear beyond limit at PIT-A. Production rate reduced until the liner is replaced.,direct - ticket names the account,False
2019-04-06 04:18:06+00:00,remote_access_log (synthetic),ACC004402,vend069,vendor_technician,vendor,AST-0124,WORKSHOP-01,10.32.16.10 (NAM),telemetry_broker,LOGIN_SUCCESS,success,False,True,0,ACC004402,direct - same account,False
2019-04-06 04:28:29+00:00,remote_access_log (synthetic),ACC004407,vend069,vendor_technician,vendor,AST-0135,WORKSHOP-01,10.32.16.10 (NAM),telemetry_broker,RESOURCE_ACCESS,success,False,True,4077307,ACC004407,direct - same account,False
2019-04-06 05:08:54+00:00,remote_access_log (synthetic),ACC004417,vend069,vendor_technician,vendor,AST-0124,WORKSHOP-01,10.32.16.10 (NAM),telemetry_broker,LOGOUT,success,False,True,0,ACC004417,direct - same account,False
2019-04-06 07:14:29+00:00,remote_access_log (synthetic),ACC004449,vend069,vendor_technician,vendor,AST-0135,WORKSHOP-01,10.32.16.10 (NAM),historian,LOGIN_SUCCESS,success,False,True,0,ACC004449,direct - same account,False
2019-04-06 07:37:00+00:00,remote_access_log (synthetic),ACC004457,vend069,vendor_technician,vendor,AST-0135,WORKSHOP-01,10.32.16.10 (NAM),telemetry_broker,LOGOUT,success,False,True,0,ACC004457,direct - same account,False
2019-04-06 23:24:12+00:00,remote_access_log (synthetic),ACC004753,vend069,vendor_technician,vendor,AST-0137,WORKSHOP-01,10.32.16.10 (NAM),historian,LOGIN_SUCCESS,success,False,True,0,ACC004753,direct - same account,False
2019-04-06 23:54:38+00:00,remote_access_log (synthetic),ACC004758,vend069,vendor_technician,vendor,AST-0124,WORKSHOP-01,10.32.16.10 (NAM),cctv_nvr,RESOURCE_ACCESS,success,False,True,3099392,ACC004758,direct - same account,False
2019-04-07 00:38:16+00:00,remote_access_log (synthetic),ACC004764,vend069,vendor_technician,vendor,AST-0152,WORKSHOP-01,10.32.16.10 (NAM),historian,LOGOUT,success,False,True,0,ACC004764,direct - same account,False
2019-04-07 16:08:27+00:00,remote_access_log (synthetic),ACC005032,vend069,vendor_technician,vendor,AST-0124,WORKSHOP-01,10.32.16.10 (NAM),maintenance_portal,LOGIN_SUCCESS,success,False,True,0,ACC005032,direct - same account,False
2019-04-07 16:21:14+00:00,remote_access_log (synthetic),ACC005040,vend069,vendor_technician,vendor,AST-0135,WORKSHOP-01,10.32.16.10 (NAM),telemetry_broker,RESOURCE_ACCESS,success,False,True,8391,ACC005040,direct - same account,False
2019-04-07 16:57:22+00:00,remote_access_log (synthetic),ACC005068,vend069,vendor_technician,vendor,AST-0135,WORKSHOP-01,10.32.16.10 (NAM),telemetry_broker,LOGOUT,success,False,True,0,ACC005068,direct - same account,False
2019-04-09 10:55:11+00:00,remote_access_log (synthetic),ACC006501,vend069,vendor_technician,vendor,AST-0152,WORKSHOP-01,10.32.16.10 (NAM),telemetry_broker,LOGIN_SUCCESS,success,False,True,0,ACC006501,direct - same account,False
2019-04-09 11:06:05+00:00,remote_access_log (synthetic),ACC006516,vend069,vendor_technician,vendor,AST-0142,WORKSHOP-01,10.32.16.10 (NAM),historian,LOGOUT,success,False,True,0,ACC006516,direct - same account,False
2019-04-09 12:30:44+00:00,remote_access_log (synthetic),ACC006590,vend069,vendor_technician,vendor,AST-0142,WORKSHOP-01,10.32.16.10 (NAM),historian,LOGIN_SUCCESS,success,False,True,0,ACC006590,direct - same account,False
2019-04-09 12:52:54+00:00,remote_access_log (synthetic),ACC006611,vend069,vendor_technician,vendor,AST-0142,WORKSHOP-01,10.32.16.10 (NAM),historian,LOGIN_SUCCESS,success,False,True,0,ACC006611,direct - same account,False
2019-04-09 12:56:09+00:00,remote_access_log (synthetic),ACC006615,vend069,vendor_technician,vendor,AST-0142,WORKSHOP-01,10.32.16.10 (NAM),cctv_nvr,RESOURCE_ACCESS,success,False,True,2621781,ACC006615,direct - same account,False
2019-04-09 13:06:18+00:00,remote_access_log (synthetic),ACC006622,vend069,vendor_technician,vendor,AST-0133,WORKSHOP-01,10.32.16.10 (NAM),historian,RESOURCE_ACCESS,success,False,True,814625,ACC006622,direct - same account,False
2019-04-09 13:13:08+00:00,remote_access_log (synthetic),ACC006626,vend069,vendor_technician,vendor,AST-0135,WORKSHOP-01,10.32.16.10 (NAM),telemetry_broker,LOGOUT,success,False,True,0,ACC006626,direct - same account,False
2019-04-09 14:02:50+00:00,remote_access_log (synthetic),ACC006681,vend069,vendor_technician,vendor,AST-0142,WORKSHOP-01,10.32.16.10 (NAM),telemetry_broker,LOGOUT,success,False,True,0,ACC006681,direct - same account,False
2019-04-10 20:36:16+00:00,remote_access_log (synthetic),ACC007887,vend069,vendor_technician,vendor,AST-0142,WORKSHOP-01,10.32.16.10 (NAM),historian,LOGIN_SUCCESS,success,False,True,0,ACC007887,direct - same account,False
2019-04-10 21:18:21+00:00,remote_access_log (synthetic),ACC007906,vend069,vendor_technician,vendor,AST-0124,WORKSHOP-01,10.32.16.10 (NAM),maintenance_portal,LOGOUT,success,False,True,0,ACC007906,direct - same account,False
2019-04-10 21:48:42+00:00,remote_access_log (synthetic),ACC007920,vend069,vendor_technician,vendor,AST-0135,WORKSHOP-01,10.32.16.10 (NAM),telemetry_broker,LOGIN_SUCCESS,success,False,True,0,ACC007920,direct - same account,False
2019-04-10 22:29:38+00:00,remote_access_log (synthetic),ACC007946,vend069,vendor_technician,vendor,AST-0133,WORKSHOP-01,10.32.16.10 (NAM),maintenance_portal,RESOURCE_ACCESS,success,False,True,373117,ACC007946,direct - same account,False
2019-04-10 22:34:25+00:00,remote_access_log (synthetic),ACC007948,vend069,vendor_technician,vendor,AST-0124,WORKSHOP-01,10.32.16.10 (NAM),historian,LOGOUT,success,False,True,0,ACC007948,direct - same account,False
2019-04-12 19:19:52+00:00,remote_access_log (synthetic),ACC009644,vend069,vendor_technician,vendor,AST-0137,WORKSHOP-01,10.32.16.10 (NAM),telemetry_broker,LOGIN_SUCCESS,success,False,True,0,ACC009644,direct - same account,False
2019-04-12 19:38:15+00:00,remote_access_log (synthetic),ACC009648,vend069,vendor_technician,vendor,AST-0124,WORKSHOP-01,10.32.16.10 (NAM),historian,RESOURCE_ACCESS,success,False,True,1250179,ACC009648,direct - same account,False
2019-04-12 20:42:12+00:00,remote_access_log (synthetic),ACC009666,vend069,vendor_technician,vendor,AST-0124,WORKSHOP-01,10.32.16.10 (NAM),telemetry_broker,LOGOUT,success,False,True,0,ACC009666,direct - same account,False
2019-04-14 00:39:15+00:00,remote_access_log (synthetic),ACC010043,vend069,vendor_technician,vendor,AST-0133,WORKSHOP-01,10.32.16.10 (NAM),cctv_nvr,LOGIN_SUCCESS,success,False,True,0,ACC010043,direct - same account,False
2019-04-14 00:44:33+00:00,remote_access_log (synthetic),ACC010045,vend069,vendor_technician,vendor,AST-0152,WORKSHOP-01,10.32.16.10 (NAM),telemetry_broker,RESOURCE_ACCESS,success,False,True,1888015,ACC010045,direct - same account,False
2019-04-14 00:59:07+00:00,remote_access_log (synthetic),ACC010047,vend069,vendor_technician,vendor,AST-0137,WORKSHOP-01,10.32.16.10 (NAM),cctv_nvr,RESOURCE_ACCESS,success,False,True,2494453,ACC010047,direct - same account,False
2019-04-14 01:05:43+00:00,remote_access_log (synthetic),ACC010048,vend069,vendor_technician,vendor,AST-0135,WORKSHOP-01,10.32.16.10 (NAM),cctv_nvr,RESOURCE_ACCESS,success,False,True,3552700,ACC010048,direct - same account,False
2019-04-14 01:14:25+00:00,remote_access_log (synthetic),ACC010049,vend069,vendor_technician,vendor,AST-0124,WORKSHOP-01,10.32.16.10 (NAM),telemetry_broker,LOGOUT,success,False,True,0,ACC010049,direct - same account,False
2019-04-14 02:46:00+00:00,maintenance ticket (synthetic),TKT00298,vend069,vendor_technician,vendor,AST-0090,PORT-WVB,,,ticket:instrumentation,P2,False,False,0,Modbus register map on AST-0090 does not match the documented configuration after a vendor visit.,direct - ticket names the account,False
2019-04-15 11:05:35+00:00,remote_access_log (synthetic),ACC010738,vend069,vendor_technician,vendor,AST-0133,WORKSHOP-01,10.32.16.10 (NAM),historian,LOGIN_SUCCESS,success,False,True,0,ACC010738,direct - same account,False
2019-04-15 11:41:02+00:00,remote_access_log (synthetic),ACC010776,vend069,vendor_technician,vendor,AST-0124,WORKSHOP-01,10.32.16.10 (NAM),historian,LOGOUT,success,False,True,0,ACC010776,direct - same account,False
2019-04-15 14:26:55+00:00,remote_access_log (synthetic),ACC010916,vend069,vendor_technician,vendor,AST-0142,WORKSHOP-01,10.32.16.10 (NAM),telemetry_broker,LOGIN_SUCCESS,success,False,True,0,ACC010916,direct - same account,False
2019-04-15 14:27:25+00:00,remote_access_log (synthetic),ACC010919,vend069,vendor_technician,vendor,AST-0133,WORKSHOP-01,10.32.16.10 (NAM),maintenance_portal,RESOURCE_ACCESS,success,False,True,3955720,ACC010919,direct - same account,False
2019-04-15 14:47:20+00:00,remote_access_log (synthetic),ACC010939,vend069,vendor_technician,vendor,AST-0142,WORKSHOP-01,10.32.16.10 (NAM),telemetry_broker,RESOURCE_ACCESS,success,False,True,709036,ACC010939,direct - same account,False
2019-04-15 14:56:41+00:00,remote_access_log (synthetic),ACC010947,vend069,vendor_technician,vendor,AST-0133,WORKSHOP-01,10.32.16.10 (NAM),maintenance_portal,LOGOUT,success,False,True,0,ACC010947,direct - same account,False
2019-04-16 08:31:35+00:00,remote_access_log (synthetic),ACC011547,vend069,vendor_technician,vendor,AST-0137,WORKSHOP-01,10.32.16.10 (NAM),historian,LOGIN_SUCCESS,success,False,True,0,ACC011547,direct - same account,False
2019-04-16 08:32:21+00:00,remote_access_log (synthetic),ACC011549,vend069,vendor_technician,vendor,AST-0142,WORKSHOP-01,10.32.16.10 (NAM),cctv_nvr,RESOURCE_ACCESS,success,False,True,3483374,ACC011549,direct - same account,False
2019-04-16 08:38:36+00:00,remote_access_log (synthetic),ACC011555,vend069,vendor_technician,vendor,AST-0137,WORKSHOP-01,10.32.16.10 (NAM),historian,RESOURCE_ACCESS,success,False,True,320240,ACC011555,direct - same account,False
2019-04-16 08:41:07+00:00,remote_access_log (synthetic),ACC011557,vend069,vendor_technician,vendor,AST-0133,WORKSHOP-01,10.32.16.10 (NAM),cctv_nvr,RESOURCE_ACCESS,success,False,True,626129,ACC011557,direct - same account,False
2019-04-16 08:44:23+00:00,remote_access_log (synthetic),ACC011560,vend069,vendor_technician,vendor,AST-0152,WORKSHOP-01,10.32.16.10 (NAM),cctv_nvr,RESOURCE_ACCESS,success,False,True,809686,ACC011560,direct - same account,False
2019-04-16 08:58:54+00:00,remote_access_log (synthetic),ACC011579,vend069,vendor_technician,vendor,AST-0135,WORKSHOP-01,10.32.16.10 (NAM),maintenance_portal,LOGOUT,success,False,True,0,ACC011579,direct - same account,False
2019-04-17 05:13:07+00:00,remote_access_log (synthetic),ACC012331,vend069,vendor_technician,vendor,AST-0135,WORKSHOP-01,10.32.16.10 (NAM),telemetry_broker,LOGIN_SUCCESS,success,False,True,0,ACC012331,direct - same account,False
2019-04-17 05:21:31+00:00,remote_access_log (synthetic),ACC012333,vend069,vendor_technician,vendor,AST-0137,WORKSHOP-01,10.32.16.10 (NAM),historian,LOGIN_SUCCESS,success,False,True,0,ACC012333,direct - same account,False
2019-04-17 05:41:14+00:00,remote_access_log (synthetic),ACC012337,vend069,vendor_technician,vendor,AST-0133,WORKSHOP-01,10.32.16.10 (NAM),historian,RESOURCE_ACCESS,success,False,True,4251524,ACC012337,direct - same account,False
2019-04-17 05:50:48+00:00,remote_access_log (synthetic),ACC012345,vend069,vendor_technician,vendor,AST-0137,WORKSHOP-01,10.32.16.10 (NAM),cctv_nvr,LOGOUT,success,False,True,0,ACC012345,direct - same account,False
2019-04-17 06:20:59+00:00,remote_access_log (synthetic),ACC012375,vend069,vendor_technician,vendor,AST-0124,WORKSHOP-01,10.32.16.10 (NAM),maintenance_portal,RESOURCE_ACCESS,success,False,True,1315739,ACC012375,direct - same account,False
2019-04-17 06:21:17+00:00,remote_access_log (synthetic),ACC012376,vend069,vendor_technician,vendor,AST-0137,WORKSHOP-01,10.32.16.10 (NAM),maintenance_portal,RESOURCE_ACCESS,success,False,True,4122811,ACC012376,direct - same account,False
2019-04-17 06:26:17+00:00,remote_access_log (synthetic),ACC012380,vend069,vendor_technician,vendor,AST-0142,WORKSHOP-01,10.32.16.10 (NAM),maintenance_portal,LOGOUT,success,False,True,0,ACC012380,direct - same account,False
2019-04-17 13:34:40+00:00,remote_access_log (synthetic),ACC012815,vend069,vendor_technician,vendor,AST-0137,WORKSHOP-01,10.32.16.10 (NAM),historian,LOGIN_SUCCESS,success,False,True,0,ACC012815,direct - same account,False
2019-04-17 13:42:11+00:00,remote_access_log (synthetic),ACC012820,vend069,vendor_technician,vendor,AST-0152,WORKSHOP-01,10.32.16.10 (NAM),maintenance_portal,RESOURCE_ACCESS,success,False,True,1908617,ACC012820,direct - same account,False
2019-04-17 13:59:36+00:00,remote_access_log (synthetic),ACC012844,vend069,vendor_technician,vendor,AST-0133,WORKSHOP-01,10.32.16.10 (NAM),maintenance_portal,RESOURCE_ACCESS,success,False,True,5468141,ACC012844,direct - same account,False
2019-04-17 13:59:42+00:00,remote_access_log (synthetic),ACC012845,vend069,vendor_technician,vendor,AST-0137,WORKSHOP-01,10.32.16.10 (NAM),cctv_nvr,LOGOUT,success,False,True,0,ACC012845,direct - same account,False
2019-04-18 09:09:12+00:00,remote_access_log (synthetic),ACC013470,vend069,vendor_technician,vendor,AST-0135,WORKSHOP-01,10.32.16.10 (NAM),historian,LOGIN_SUCCESS,success,False,True,0,ACC013470,direct - same account,False
2019-04-18 09:10:32+00:00,remote_access_log (synthetic),ACC013473,vend069,vendor_technician,vendor,AST-0137,WORKSHOP-01,10.32.16.10 (NAM),maintenance_portal,RESOURCE_ACCESS,success,False,True,2351952,ACC013473,direct - same account,False
2019-04-18 09:10:49+00:00,remote_access_log (synthetic),ACC013475,vend069,vendor_technician,vendor,AST-0124,WORKSHOP-01,10.32.16.10 (NAM),telemetry_broker,RESOURCE_ACCESS,success,False,True,1863718,ACC013475,direct - same account,False
2019-04-18 09:42:39+00:00,remote_access_log (synthetic),ACC013488,vend069,vendor_technician,vendor,AST-0152,WORKSHOP-01,10.32.16.10 (NAM),telemetry_broker,RESOURCE_ACCESS,success,False,True,3307940,ACC013488,direct - same account,False
2019-04-18 09:48:08+00:00,remote_access_log (synthetic),ACC013491,vend069,vendor_technician,vendor,AST-0137,WORKSHOP-01,10.32.16.10 (NAM),telemetry_broker,LOGOUT,success,False,True,0,ACC013491,direct - same account,False
2019-04-18 13:29:22+00:00,remote_access_log (synthetic),ACC013670,vend069,vendor_technician,vendor,AST-0124,WORKSHOP-01,10.32.16.10 (NAM),maintenance_portal,LOGIN_SUCCESS,success,False,True,0,ACC013670,direct - same account,False
2019-04-18 14:38:03+00:00,remote_access_log (synthetic),ACC013721,vend069,vendor_technician,vendor,AST-0124,WORKSHOP-01,10.32.16.10 (NAM),telemetry_broker,LOGOUT,success,False,True,0,ACC013721,direct - same account,False
2019-04-18 14:59:30+00:00,remote_access_log (synthetic),ACC013748,vend069,vendor_technician,vendor,AST-0142,WORKSHOP-01,10.32.16.10 (NAM),telemetry_broker,LOGIN_SUCCESS,success,False,True,0,ACC013748,direct - same account,False
2019-04-18 15:12:28+00:00,remote_access_log (synthetic),ACC013760,vend069,vendor_technician,vendor,AST-0152,WORKSHOP-01,10.32.16.10 (NAM),cctv_nvr,LOGOUT,success,False,True,0,ACC013760,direct - same account,False
2019-04-19 08:06:42+00:00,remote_access_log (synthetic),ACC014318,vend069,vendor_technician,vendor,AST-0142,WORKSHOP-01,10.32.16.10 (NAM),historian,LOGIN_SUCCESS,success,False,True,0,ACC014318,direct - same account,False
2019-04-19 08:30:55+00:00,remote_access_log (synthetic),ACC014353,vend069,vendor_technician,vendor,AST-0135,WORKSHOP-01,10.32.16.10 (NAM),historian,RESOURCE_ACCESS,success,False,True,2954233,ACC014353,direct - same account,False
2019-04-19 08:42:03+00:00,remote_access_log (synthetic),ACC014360,vend069,vendor_technician,vendor,AST-0133,WORKSHOP-01,10.32.16.10 (NAM),historian,RESOURCE_ACCESS,success,False,True,3596331,ACC014360,direct - same account,False
2019-04-19 09:03:13+00:00,remote_access_log (synthetic),ACC014387,vend069,vendor_technician,vendor,AST-0142,WORKSHOP-01,10.32.16.10 (NAM),cctv_nvr,LOGOUT,success,False,True,0,ACC014387,direct - same account,False
2019-04-19 21:20:49+00:00,remote_access_log (synthetic),ACC014948,vend069,vendor_technician,vendor,AST-0152,WORKSHOP-01,10.32.16.10 (NAM),historian,LOGIN_SUCCESS,success,False,True,0,ACC014948,direct - same account,False
2019-04-19 22:19:15+00:00,remote_access_log (synthetic),ACC014959,vend069,vendor_technician,vendor,AST-0142,WORKSHOP-01,10.32.16.10 (NAM),telemetry_broker,LOGIN_SUCCESS,success,False,True,0,ACC014959,direct - same account,False
2019-04-19 22:28:44+00:00,remote_access_log (synthetic),ACC014961,vend069,vendor_technician,vendor,AST-0135,WORKSHOP-01,10.32.16.10 (NAM),telemetry_broker,RESOURCE_ACCESS,success,False,True,5940785,ACC014961,direct - same account,False
2019-04-19 22:35:31+00:00,remote_access_log (synthetic),ACC014963,vend069,vendor_technician,vendor,AST-0133,WORKSHOP-01,10.32.16.10 (NAM),historian,LOGOUT,success,False,True,0,ACC014963,direct - same account,False
2019-04-19 22:37:27+00:00,remote_access_log (synthetic),ACC014965,vend069,vendor_technician,vendor,AST-0142,WORKSHOP-01,10.32.16.10 (NAM),historian,LOGOUT,success,False,True,0,ACC014965,direct - same account,False
2019-04-22 07:55:37+00:00,remote_access_log (synthetic),ACC015919,vend069,vendor_technician,vendor,AST-0137,WORKSHOP-01,10.32.16.10 (NAM),cctv_nvr,LOGIN_SUCCESS,success,False,True,0,ACC015919,direct - same account,False
2019-04-22 07:57:18+00:00,remote_access_log (synthetic),ACC015920,vend069,vendor_technician,vendor,AST-0135,WORKSHOP-01,10.32.16.10 (NAM),telemetry_broker,RESOURCE_ACCESS,success,False,True,4321645,ACC015920,direct - same account,False
2019-04-22 08:45:55+00:00,remote_access_log (synthetic),ACC015957,vend069,vendor_technician,vendor,AST-0133,WORKSHOP-01,10.32.16.10 (NAM),historian,LOGOUT,success,False,True,0,ACC015957,direct - same account,False
2019-04-23 11:16:01+00:00,remote_access_log (synthetic),ACC017033,vend069,vendor_technician,vendor,AST-0137,WORKSHOP-01,10.32.16.10 (NAM),maintenance_portal,LOGIN_SUCCESS,success,False,True,0,ACC017033,direct - same account,False
2019-04-23 11:18:19+00:00,remote_access_log (synthetic),ACC017035,vend069,vendor_technician,vendor,AST-0137,WORKSHOP-01,10.32.16.10 (NAM),historian,RESOURCE_ACCESS,success,False,True,3556881,ACC017035,direct - same account,False
2019-04-23 11:24:29+00:00,remote_access_log (synthetic),ACC017038,vend069,vendor_technician,vendor,AST-0124,WORKSHOP-01,10.32.16.10 (NAM),maintenance_portal,RESOURCE_ACCESS,success,False,True,1169211,ACC017038,direct - same account,False
2019-04-23 11:26:18+00:00,remote_access_log (synthetic),ACC017040,vend069,vendor_technician,vendor,AST-0137,WORKSHOP-01,10.32.16.10 (NAM),cctv_nvr,RESOURCE_ACCESS,success,False,True,2646067,ACC017040,direct - same account,False
2019-04-23 11:26:47+00:00,remote_access_log (synthetic),ACC017041,vend069,vendor_technician,vendor,AST-0152,WORKSHOP-01,10.32.16.10 (NAM),historian,LOGOUT,success,False,True,0,ACC017041,direct - same account,False
2019-04-23 14:09:50+00:00,remote_access_log (synthetic),ACC017184,vend069,vendor_technician,vendor,AST-0133,WORKSHOP-01,10.32.16.10 (NAM),historian,LOGIN_SUCCESS,success,False,True,0,ACC017184,direct - same account,False
2019-04-23 14:16:31+00:00,remote_access_log (synthetic),ACC017190,vend069,vendor_technician,vendor,AST-0152,WORKSHOP-01,10.32.16.10 (NAM),maintenance_portal,RESOURCE_ACCESS,success,False,True,2521363,ACC017190,direct - same account,False
2019-04-23 14:26:33+00:00,remote_access_log (synthetic),ACC017199,vend069,vendor_technician,vendor,AST-0137,WORKSHOP-01,10.32.16.10 (NAM),historian,LOGIN_SUCCESS,success,False,True,0,ACC017199,direct - same account,False
2019-04-23 14:44:17+00:00,remote_access_log (synthetic),ACC017213,vend069,vendor_technician,vendor,AST-0137,WORKSHOP-01,10.32.16.10 (NAM),historian,RESOURCE_ACCESS,success,False,True,2044988,ACC017213,direct - same account,False
2019-04-23 14:55:33+00:00,remote_access_log (synthetic),ACC017221,vend069,vendor_technician,vendor,AST-0142,WORKSHOP-01,10.32.16.10 (NAM),telemetry_broker,RESOURCE_ACCESS,success,False,True,4480863,ACC017221,direct - same account,False
2019-04-23 15:05:05+00:00,remote_access_log (synthetic),ACC017232,vend069,vendor_technician,vendor,AST-0135,WORKSHOP-01,10.32.16.10 (NAM),cctv_nvr,RESOURCE_ACCESS,success,False,True,7301960,ACC017232,direct - same account,False
2019-04-23 15:10:51+00:00,remote_access_log (synthetic),ACC017241,vend069,vendor_technician,vendor,AST-0135,WORKSHOP-01,10.32.16.10 (NAM),cctv_nvr,LOGOUT,success,False,True,0,ACC017241,direct - same account,False
2019-04-23 15:14:55+00:00,remote_access_log (synthetic),ACC017243,vend069,vendor_technician,vendor,AST-0137,WORKSHOP-01,10.32.16.10 (NAM),telemetry_broker,LOGOUT,success,False,True,0,ACC017243,direct - same account,False
2019-04-25 00:00:00+00:00,remote_access_log (synthetic),ACC018376,vend069,vendor_technician,vendor,AST-0133,WORKSHOP-01,41.182.90.6 (ZAF),cctv_nvr,LOGIN_SUCCESS,success,False,False,0,ACC018376,direct - same account,True
2019-04-25 00:00:00+00:00,ToN_IoT IIoT telemetry (research testbed),TEL-modbus-2019-04-25,,,,sensor:modbus,,,,telemetry labelled 'injection',20000 readings,False,False,0,20000 attack-labelled readings on 2019-04-25,"CONTEXT ONLY - same calendar day, different source environment",True
2019-04-25 00:00:00+00:00,ToN_IoT IIoT telemetry (research testbed),TEL-weather-2019-04-25,,,,sensor:weather,,,,telemetry labelled 'injection',15000 readings,False,False,0,15000 attack-labelled readings on 2019-04-25,"CONTEXT ONLY - same calendar day, different source environment",True
2019-04-25 00:00:00+00:00,ToN_IoT IIoT telemetry (research testbed),TEL-weather-2019-04-25,,,,sensor:weather,,,,telemetry labelled 'ddos',11547 readings,False,False,0,11547 attack-labelled readings on 2019-04-25,"CONTEXT ONLY - same calendar day, different source environment",True
