alert_id,rule,severity,timestamp,username,asset_id,src_ip,detail,evidence_event_ids,matches_injected_pattern
R1-0010,R1,medium,2019-04-24 02:00:00+00:00,vend072,,196.44.128.77,3 failed logins within one hour,ACC017629|ACC017631|ACC017632,GT1_password_spray
R1-0009,R1,medium,2019-04-24 02:00:00+00:00,vend071,,196.44.128.77,3 failed logins within one hour,ACC017565|ACC017566|ACC017568,GT1_password_spray
R1-0008,R1,medium,2019-04-24 02:00:00+00:00,supe114,,196.44.128.77,3 failed logins within one hour,ACC017594|ACC017595|ACC017596,GT1_password_spray
R1-0007,R1,medium,2019-04-24 02:00:00+00:00,supe112,,196.44.128.77,3 failed logins within one hour,ACC017609|ACC017610|ACC017611,GT1_password_spray
R1-0003,R1,medium,2019-04-24 02:00:00+00:00,cont026,,196.44.128.77,3 failed logins within one hour,ACC017580|ACC017581|ACC017582,GT1_password_spray
R1-0006,R1,medium,2019-04-24 02:00:00+00:00,main049,,196.44.128.77,3 failed logins within one hour,ACC017600|ACC017602|ACC017603,GT1_password_spray
R1-0004,R1,medium,2019-04-24 02:00:00+00:00,cont080,,196.44.128.77,3 failed logins within one hour,ACC017597|ACC017598|ACC017599,GT1_password_spray
R5-0117,R5,low,2019-04-24 02:14:00+00:00,main042,,196.44.128.77,first activity from ZZZ (previously ['NAM']),ACC017556,GT1_password_spray
R5-0118,R5,low,2019-04-24 02:15:03+00:00,cont006,,196.44.128.77,first activity from ZZZ (previously ['NAM']),ACC017558,GT1_password_spray
R5-0119,R5,low,2019-04-24 02:15:36+00:00,vend076,,196.44.128.77,first activity from ZZZ (previously ['NAM']),ACC017560,GT1_password_spray
R5-0120,R5,low,2019-04-24 02:16:43+00:00,cont008,,196.44.128.77,first activity from ZZZ (previously ['NAM']),ACC017563,GT1_password_spray
R5-0121,R5,low,2019-04-24 02:17:04+00:00,vend071,,196.44.128.77,first activity from ZZZ (previously ['NAM']),ACC017565,GT1_password_spray
R5-0122,R5,low,2019-04-24 02:17:45+00:00,ot054,,196.44.128.77,first activity from ZZZ (previously ['NAM']),ACC017569,GT1_password_spray
R5-0123,R5,low,2019-04-24 02:18:13+00:00,cont015,,196.44.128.77,first activity from ZZZ (previously ['NAM']),ACC017571,GT1_password_spray
R5-0124,R5,low,2019-04-24 02:19:34+00:00,vend070,,196.44.128.77,first activity from ZZZ (previously ['NAM']),ACC017574,GT1_password_spray
R5-0125,R5,low,2019-04-24 02:19:55+00:00,supe106,,196.44.128.77,first activity from ZZZ (previously ['NAM']),ACC017575,GT1_password_spray
R5-0126,R5,low,2019-04-24 02:20:18+00:00,cont078,,196.44.128.77,first activity from ZZZ (previously ['NAM']),ACC017576,GT1_password_spray
R5-0127,R5,low,2019-04-24 02:21:25+00:00,main032,,196.44.128.77,first activity from ZZZ (previously ['NAM']),ACC017578,GT1_password_spray
R5-0128,R5,low,2019-04-24 02:21:57+00:00,cont026,,196.44.128.77,first activity from ZZZ (previously ['NAM']),ACC017580,GT1_password_spray
R5-0129,R5,low,2019-04-24 02:23:05+00:00,cont087,,196.44.128.77,first activity from ZZZ (previously ['NAM']),ACC017583,GT1_password_spray
R5-0130,R5,low,2019-04-24 02:24:17+00:00,cont086,,196.44.128.77,first activity from ZZZ (previously ['NAM']),ACC017585,GT1_password_spray
R5-0131,R5,low,2019-04-24 02:24:39+00:00,cont083,,196.44.128.77,first activity from ZZZ (previously ['NAM']),ACC017586,GT1_password_spray
R5-0132,R5,low,2019-04-24 02:24:48+00:00,main039,,196.44.128.77,first activity from ZZZ (previously ['NAM']),ACC017587,GT1_password_spray
R5-0133,R5,low,2019-04-24 02:25:25+00:00,cont018,,196.44.128.77,first activity from ZZZ (previously ['NAM']),ACC017589,GT1_password_spray
R5-0134,R5,low,2019-04-24 02:26:25+00:00,main047,,196.44.128.77,first activity from ZZZ (previously ['NAM']),ACC017591,GT1_password_spray
R5-0135,R5,low,2019-04-24 02:26:59+00:00,main037,,196.44.128.77,first activity from ZZZ (previously ['NAM']),ACC017593,GT1_password_spray
R5-0136,R5,low,2019-04-24 02:27:06+00:00,supe114,,196.44.128.77,first activity from ZZZ (previously ['NAM']),ACC017594,GT1_password_spray
R5-0137,R5,low,2019-04-24 02:28:22+00:00,cont080,,196.44.128.77,first activity from ZZZ (previously ['NAM']),ACC017597,GT1_password_spray
R5-0138,R5,low,2019-04-24 02:29:26+00:00,main049,,196.44.128.77,first activity from ZZZ (previously ['NAM']),ACC017600,GT1_password_spray
R5-0139,R5,low,2019-04-24 02:30:31+00:00,main048,,196.44.128.77,first activity from ZZZ (previously ['NAM']),ACC017604,GT1_password_spray
R5-0140,R5,low,2019-04-24 02:31:00+00:00,main028,,196.44.128.77,first activity from ZZZ (previously ['NAM']),ACC017605,GT1_password_spray
R5-0141,R5,low,2019-04-24 02:31:33+00:00,mine099,,196.44.128.77,first activity from ZZZ (previously ['NAM']),ACC017606,GT1_password_spray
R5-0142,R5,low,2019-04-24 02:32:05+00:00,vend077,,196.44.128.77,first activity from ZZZ (previously ['NAM']),ACC017608,GT1_password_spray
R5-0143,R5,low,2019-04-24 02:32:38+00:00,supe112,,196.44.128.77,first activity from ZZZ (previously ['NAM']),ACC017609,GT1_password_spray
R5-0144,R5,low,2019-04-24 02:33:47+00:00,ot058,,196.44.128.77,first activity from ZZZ (previously ['NAM']),ACC017612,GT1_password_spray
R5-0145,R5,low,2019-04-24 02:34:08+00:00,cont017,,196.44.128.77,first activity from ZZZ (previously ['NAM']),ACC017613,GT1_password_spray
R5-0146,R5,low,2019-04-24 02:34:53+00:00,cont014,,196.44.128.77,first activity from ZZZ (previously ['NAM']),ACC017615,GT1_password_spray
R5-0147,R5,low,2019-04-24 02:35:27+00:00,cont021,,196.44.128.77,first activity from ZZZ (previously ['NAM']),ACC017616,GT1_password_spray
R5-0148,R5,low,2019-04-24 02:36:55+00:00,cont022,,196.44.128.77,first activity from ZZZ (previously ['NAM']),ACC017619,GT1_password_spray
R5-0149,R5,low,2019-04-24 02:37:28+00:00,main029,,196.44.128.77,first activity from ZZZ (previously ['NAM']),ACC017621,GT1_password_spray
R5-0150,R5,low,2019-04-24 02:37:49+00:00,cont081,,196.44.128.77,first activity from ZZZ (previously ['NAM']),ACC017623,GT1_password_spray
R5-0151,R5,low,2019-04-24 02:39:23+00:00,main038,,196.44.128.77,first activity from ZZZ (previously ['NAM']),ACC017627,GT1_password_spray
R5-0152,R5,low,2019-04-24 02:39:57+00:00,vend072,,196.44.128.77,first activity from ZZZ (previously ['NAM']),ACC017629,GT1_password_spray
R5-0153,R5,low,2019-04-24 02:40:40+00:00,it063,,196.44.128.77,first activity from ZZZ (previously ['NAM']),ACC017633,GT1_password_spray
R5-0154,R5,low,2019-04-24 02:41:07+00:00,it061,,196.44.128.77,first activity from ZZZ (previously ['NAM']),ACC017634,GT1_password_spray
R3-0013,R3,high,2019-04-24 03:09:10+00:00,main042,,10.29.143.7,authenticated from ZZZ then NAM within 28 minutes,ACC017635|ACC017645,GT1_password_spray
R4-0094,R4,medium,2019-04-24 21:17:53+00:00,ot055,AST-0117,10.29.65.182,"privileged action on cctv_nvr at 21:00, outside this account's usual 02:00-19:00 pattern",ACC018318,
R4-0095,R4,medium,2019-04-24 22:46:40+00:00,it059,AST-0163,10.46.74.160,"privileged action on plc_engineering_ws at 22:00, outside this account's usual 03:00-18:00 pattern",ACC018356,
R5-0155,R5,low,2019-04-25 00:00:00+00:00,vend069,,41.182.90.6,first activity from ZAF (previously ['NAM']),ACC018376,GT2_vendor_out_of_hours
R3-0015,R3,high,2019-04-25 00:02:15+00:00,vend069,,10.32.16.10,authenticated from ZAF then NAM within 2 minutes,ACC018376|ACC018378,GT2_vendor_out_of_hours
R7-0159,R7,high,2019-04-25 00:11:00+00:00,vend069,AST-0142,41.182.90.6,privileged action on plc_engineering_ws from external address 41.182.90.6 with no MFA,ACC018379,GT2_vendor_out_of_hours
R4-0096,R4,medium,2019-04-25 00:11:00+00:00,vend069,AST-0142,41.182.90.6,"privileged action on plc_engineering_ws at 00:00, outside this account's usual 00:00-21:00 pattern",ACC018379,GT2_vendor_out_of_hours
R4-0097,R4,medium,2019-04-25 00:29:00+00:00,vend069,AST-0135,41.182.90.6,"privileged action on scada_hmi at 00:00, outside this account's usual 00:00-21:00 pattern",ACC018390,GT2_vendor_out_of_hours
R7-0160,R7,high,2019-04-25 00:29:00+00:00,vend069,AST-0135,41.182.90.6,privileged action on scada_hmi from external address 41.182.90.6 with no MFA,ACC018390,GT2_vendor_out_of_hours
R4-0098,R4,medium,2019-04-25 00:31:00+00:00,vend069,AST-0142,41.182.90.6,"privileged action on scada_hmi at 00:00, outside this account's usual 00:00-21:00 pattern",ACC018394,GT2_vendor_out_of_hours
R7-0161,R7,high,2019-04-25 00:31:00+00:00,vend069,AST-0142,41.182.90.6,privileged action on scada_hmi from external address 41.182.90.6 with no MFA,ACC018394,GT2_vendor_out_of_hours
R4-0099,R4,medium,2019-04-25 00:36:00+00:00,vend069,AST-0142,41.182.90.6,"privileged action on plc_engineering_ws at 00:00, outside this account's usual 00:00-21:00 pattern",ACC018396,GT2_vendor_out_of_hours
R7-0162,R7,high,2019-04-25 00:36:00+00:00,vend069,AST-0142,41.182.90.6,privileged action on plc_engineering_ws from external address 41.182.90.6 with no MFA,ACC018396,GT2_vendor_out_of_hours
R4-0100,R4,medium,2019-04-25 22:52:50+00:00,vend075,AST-0006,10.56.89.214,"privileged action on historian at 22:00, outside this account's usual 03:00-20:00 pattern",ACC019230,
R4-0101,R4,medium,2019-04-25 23:12:28+00:00,vend075,AST-0026,10.56.89.214,"privileged action on telemetry_broker at 23:00, outside this account's usual 03:00-20:00 pattern",ACC019242,
R4-0102,R4,medium,2019-04-26 01:35:48+00:00,ot056,AST-0130,10.51.35.54,"privileged action on scada_hmi at 01:00, outside this account's usual 03:00-23:00 pattern",ACC019289,
R4-0103,R4,medium,2019-04-26 02:35:46+00:00,main033,AST-0111,10.54.46.38,"privileged action on maintenance_portal at 02:00, outside this account's usual 04:00-19:00 pattern",ACC019305,
R7-0163,R7,high,2019-04-26 03:07:00+00:00,vend069,AST-0142,41.182.90.6,privileged action on historian from external address 41.182.90.6 with no MFA,ACC019317,GT2_vendor_out_of_hours
R7-0164,R7,high,2019-04-26 03:08:00+00:00,vend069,AST-0152,41.182.90.6,privileged action on plc_engineering_ws from external address 41.182.90.6 with no MFA,ACC019318,GT2_vendor_out_of_hours
R7-0165,R7,high,2019-04-26 03:12:00+00:00,vend069,AST-0133,41.182.90.6,privileged action on scada_hmi from external address 41.182.90.6 with no MFA,ACC019320,GT2_vendor_out_of_hours
R7-0166,R7,high,2019-04-26 04:11:00+00:00,vend069,AST-0142,41.182.90.6,privileged action on plc_engineering_ws from external address 41.182.90.6 with no MFA,ACC019339,GT2_vendor_out_of_hours
R4-0104,R4,medium,2019-04-26 22:32:33+00:00,main047,AST-0100,10.21.44.146,"privileged action on telemetry_broker at 22:00, outside this account's usual 01:00-17:00 pattern",ACC020079,
R4-0105,R4,medium,2019-04-26 22:41:07+00:00,main047,AST-0112,10.21.44.146,"privileged action on erp at 22:00, outside this account's usual 01:00-17:00 pattern",ACC020081,
R4-0106,R4,medium,2019-04-27 00:06:53+00:00,cont001,AST-0076,10.51.56.159,"privileged action on scada_hmi at 00:00, outside this account's usual 01:00-21:00 pattern",ACC020122,
R7-0167,R7,high,2019-04-27 01:03:00+00:00,vend069,AST-0124,41.182.90.6,privileged action on scada_hmi from external address 41.182.90.6 with no MFA,ACC020141,GT2_vendor_out_of_hours
R7-0168,R7,high,2019-04-27 01:24:00+00:00,vend069,AST-0137,41.182.90.6,privileged action on historian from external address 41.182.90.6 with no MFA,ACC020144,GT2_vendor_out_of_hours
R7-0169,R7,high,2019-04-27 01:55:00+00:00,vend069,AST-0133,41.182.90.6,privileged action on plc_engineering_ws from external address 41.182.90.6 with no MFA,ACC020148,GT2_vendor_out_of_hours
R7-0170,R7,high,2019-04-27 01:56:00+00:00,vend069,AST-0135,41.182.90.6,privileged action on scada_hmi from external address 41.182.90.6 with no MFA,ACC020149,GT2_vendor_out_of_hours
R3-0014,R3,high,2019-04-27 09:30:00+00:00,ot051,,185.220.101.44,authenticated from NAM then RUS within 25 minutes,ACC020255|ACC020264,GT4_impossible_travel
R5-0156,R5,low,2019-04-27 09:30:00+00:00,ot051,,185.220.101.44,first activity from RUS (previously ['NAM']),ACC020264,GT4_impossible_travel
